Age,WorkClass,Weight,Education,EducationNumber,Occupation,Relationship,MarriageStatus,PartnerStatus,Race,Sex,CapitalGain,CapitalLoss,HoursPerWeek,Native Country,Salary
34,Self Employed,246439,High School,9,Farming-fishing, Husband, Married,Civil, White, Male,0,0,45,United-States, <=50K
27,Private,144133,Undergraduate,13,Exec-managerial, Other-relative, Married,Civil, White, Male,0,0,50,United-States, <=50K
44,Government,145522,Graduate,14,Prof-specialty, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
33,Private,312055,Undergraduate,13,Exec-managerial, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
32,Private,235847,Undergraduate,10,Exec-managerial, Other-relative, Never,No Information, White, Female,0,0,50,United-States, <=50K
37,Private,187748,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
26,Private,396482,Undergraduate,13,Sales, Not-in-family, Never,No Information, White, Female,0,0,48,United-States, <=50K
49,Private,261688,High School,9,Craft-repair, Husband, Married,Civil, White, Male,5013,0,60,United-States, <=50K
20,Private,39477,Undergraduate,10,Prof-specialty, Not-in-family, Never,No Information, White, Female,0,0,30,United-States, <=50K
37,Private,143058,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
22,Private,216867,School,3,Craft-repair, Husband, Married,Civil, White, Male,0,0,48,Mexico, <=50K
44,Private,230592,Undergraduate,13,Tech-support, Not-in-family, Never,No Information, White, Male,0,0,35,United-States, <=50K
30,Government,40338,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
55,Government,115457,High School,9,Other-service, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
36,Private,374983,School,7,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
29,Private,285419,School,8,Tech-support, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
19,No Information,385901,Undergraduate,10,Unknown, Own-child, Never,No Information, White, Male,0,0,22,United-States, <=50K
45,Government,187581,Associate,11,Protective-serv, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
38,Self Employed,299036,Undergraduate,13,Sales, Husband, Married,Civil, White, Male,0,0,55,United-States, >50K
42,Private,68729,Undergraduate,10,Craft-repair, Not-in-family, Never,No Information, Asian-Pac-Islander, Male,0,0,40,United-States, <=50K
27,Private,333990,Associate,11,Exec-managerial, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
20,Private,117767,Undergraduate,10,Adm-clerical, Own-child, Never,No Information, White, Male,0,0,25,United-States, <=50K
43,Private,184378,Undergraduate,13,Prof-specialty, Husband, Married,Civil, White, Male,0,0,35,United-States, <=50K
21,Private,232591,High School,9,Adm-clerical, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
33,Private,143851,Undergraduate,13,Prof-specialty, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
36,Self Employed,89622,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,80,United-States, >50K
34,Private,202498,School,8,Other-service, Husband, Married,Civil, White, Male,0,0,40,Dominican-Republic, <=50K
72,Private,268861,School,4,Other-service, Not-in-family, Widowed,No Information, White, Female,0,0,99,Unknown, <=50K
54,Private,343242,Undergraduate,10,Exec-managerial, Husband, Married,Civil, White, Male,0,0,44,United-States, >50K
30,Private,460408,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
63,Private,205246,High School,9,Machine-op-inspct, Husband, Married,Civil, Black, Male,0,0,40,United-States, <=50K
36,Private,230329,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,50,United-States, >50K
25,Private,197871,Undergraduate,13,Exec-managerial, Not-in-family, Never,No Information, White, Male,0,0,50,United-States, <=50K
72,No Information,201375,Associate,12,Unknown, Not-in-family, Widowed,No Information, White, Female,0,0,40,United-States, <=50K
55,Private,194290,High School,9,Craft-repair, Not-in-family, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
44,Private,191814,Undergraduate,10,Prof-specialty, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
41,Private,95168,High School,9,Machine-op-inspct, Unmarried, Never,No Information, Black, Female,0,0,40,United-States, <=50K
20,No Information,137876,Undergraduate,10,Unknown, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
47,Private,386136,Associate,12,Prof-specialty, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
71,No Information,108390,Undergraduate,10,Unknown, Husband, Married,Civil, White, Male,3432,0,20,United-States, <=50K
41,Private,152529,Undergraduate,13,Prof-specialty, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, >50K
35,Private,214891,High School,9,Transport-moving, Husband, Married,Civil, Other, Male,0,0,40,Dominican-Republic, <=50K
18,Private,133654,High School,9,Adm-clerical, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
23,Private,147548,High School,9,Other-service, Unmarried, Divorced,No Information, White, Female,0,0,30,United-States, <=50K
57,Private,73051,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
56,Self Employed,60166,School,2,Exec-managerial, Not-in-family, Never,No Information, Amer-Indian-Eskimo, Male,0,0,65,United-States, <=50K
25,Self Employed,454934,Undergraduate,10,Sales, Own-child, Never,No Information, White, Female,0,0,35,United-States, <=50K
64,No Information,338355,Associate,11,Unknown, Wife, Married,Civil, White, Female,0,0,15,United-States, <=50K
35,Self Employed,185621,Undergraduate,13,Prof-specialty, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
61,Private,101500,Associate,11,Adm-clerical, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
36,Government,36397,Undergraduate,13,Prof-specialty, Not-in-family, Divorced,No Information, White, Female,0,0,55,United-States, <=50K
18,Private,276540,School,8,Sales, Own-child, Never,No Information, Black, Female,0,0,15,United-States, <=50K
21,Private,293968,Undergraduate,10,Sales, Own-child, Married,Absent, Black, Female,0,0,20,United-States, <=50K
43,No Information,35523,Associate,12,Unknown, Not-in-family, Divorced,No Information, White, Female,0,0,35,United-States, <=50K
32,Government,186993,High School,9,Transport-moving, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
52,Private,232132,School,8,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
48,Private,176917,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,55,United-States, <=50K
40,Private,105936,Undergraduate,13,Prof-specialty, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
35,Private,105821,High School,9,Exec-managerial, Husband, Married,Civil, White, Male,5178,0,40,United-States, >50K
22,No Information,34506,Undergraduate,10,Unknown, Unmarried, Separated,No Information, White, Female,0,0,25,United-States, <=50K
42,Private,178074,High School,9,Adm-clerical, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
60,No Information,116961,School,4,Unknown, Unmarried, Widowed,No Information, White, Female,0,0,20,United-States, <=50K
34,Private,191930,Undergraduate,10,Machine-op-inspct, Husband, Married,Civil, Black, Male,0,0,40,United-States, <=50K
27,Private,130807,Associate,12,Tech-support, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
47,Self Employed,94100,Undergraduate,13,Farming-fishing, Not-in-family, Never,No Information, White, Male,0,0,65,United-States, <=50K
65,Self Employed,144822,School,5,Craft-repair, Husband, Married,Civil, White, Male,0,0,45,United-States, <=50K
61,Self Employed,102191,Graduate,14,Exec-managerial, Unmarried, Widowed,No Information, White, Female,0,0,99,United-States, <=50K
18,Private,90934,Undergraduate,10,Sales, Own-child, Never,No Information, White, Male,0,0,28,United-States, <=50K
49,No Information,296892,High School,9,Unknown, Husband, Married,Civil, White, Male,0,0,40,Puerto-Rico, <=50K
48,Private,173243,Doctorate,16,Prof-specialty, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
26,Private,258768,Undergraduate,10,Transport-moving, Not-in-family, Never,No Information, Black, Male,2174,0,75,United-States, <=50K
30,Private,189759,Undergraduate,13,Sales, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
68,Self Employed,69249,High School,9,Farming-fishing, Husband, Married,Civil, White, Male,0,0,50,United-States, >50K
23,Private,133061,High School,9,Sales, Husband, Married,Civil, White, Male,0,0,80,United-States, <=50K
65,Self Employed,175202,High School,9,Exec-managerial, Husband, Married,Civil, White, Male,0,0,24,United-States, <=50K
32,Private,27051,Undergraduate,13,Adm-clerical, Husband, Married,Civil, White, Male,0,0,44,United-States, <=50K
44,Private,60414,Graduate,14,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
48,Government,317360,Graduate,14,Prof-specialty, Wife, Married,Civil, White, Female,0,0,40,United-States, >50K
24,Private,258298,Associate,11,Tech-support, Not-in-family, Never,No Information, White, Male,0,0,45,United-States, <=50K
58,Private,174040,Undergraduate,10,Farming-fishing, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
32,Government,177566,Undergraduate,10,Prof-specialty, Not-in-family, Married,Absent, White, Male,0,0,50,Germany, <=50K
54,Private,162238,Graduate,14,Exec-managerial, Not-in-family, Divorced,No Information, White, Male,0,0,50,United-States, >50K
35,Private,87556,Graduate,14,Prof-specialty, Not-in-family, Never,No Information, White, Male,0,0,45,United-States, >50K
35,Private,144322,Associate,12,Exec-managerial, Not-in-family, Divorced,No Information, White, Female,0,0,50,United-States, <=50K
24,Private,190015,High School,9,Sales, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
50,Private,183173,High School,9,Prof-specialty, Husband, Married,Civil, White, Male,99999,0,40,United-States, >50K
38,Self Employed,151322,High School,9,Craft-repair, Not-in-family, Separated,No Information, White, Male,0,0,40,United-States, <=50K
57,Government,47392,High School,9,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
38,Private,107125,Undergraduate,10,Sales, Not-in-family, Never,No Information, White, Male,0,0,60,United-States, <=50K
49,Private,265295,High School,9,Craft-repair, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
25,Private,189219,Undergraduate,13,Tech-support, Own-child, Never,No Information, White, Female,0,0,16,United-States, <=50K
56,Private,147989,Undergraduate,10,Transport-moving, Not-in-family, Married,Absent, White, Male,0,0,40,United-States, <=50K
32,Private,185732,School,7,Other-service, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
22,Private,153516,Undergraduate,13,Prof-specialty, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
23,No Information,191910,Undergraduate,10,Unknown, Other-relative, Never,No Information, White, Male,0,0,40,United-States, <=50K
33,Private,216145,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
42,Private,202872,Undergraduate,10,Adm-clerical, Unmarried, Divorced,No Information, White, Female,0,0,12,United-States, <=50K
62,Self Employed,39630,High School,9,Transport-moving, Husband, Married,Civil, White, Male,0,0,48,United-States, <=50K
24,No Information,114292,School,5,Unknown, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
26,Government,206721,Undergraduate,13,Protective-serv, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
46,Private,358585,Undergraduate,10,Craft-repair, Unmarried, Divorced,No Information, White, Male,0,0,40,United-States, >50K
33,Private,377283,Undergraduate,13,Sales, Not-in-family, Separated,No Information, White, Female,0,0,50,United-States, >50K
65,No Information,76043,High School,9,Unknown, Husband, Married,Civil, White, Male,0,0,1,United-States, >50K
65,Unpaid Work,172949,High School,9,Transport-moving, Husband, Married,Civil, White, Male,2414,0,20,United-States, <=50K
46,Private,110171,Undergraduate,10,Craft-repair, Husband, Married,Civil, White, Male,7688,0,40,United-States, >50K
43,Government,223861,Associate,11,Exec-managerial, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
43,Private,163455,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
35,Private,183892,School,6,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
48,Private,47022,High School,9,Handlers-cleaners, Other-relative, Widowed,No Information, White, Female,0,0,48,United-States, <=50K
55,Government,145401,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
45,Private,387074,Associate,11,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
56,Private,105363,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,4508,0,40,United-States, <=50K
59,Government,195467,Graduate,14,Exec-managerial, Not-in-family, Never,No Information, White, Male,0,0,40,United-States, <=50K
56,Government,170217,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
21,Private,156807,High School,9,Other-service, Own-child, Never,No Information, Black, Male,0,0,10,United-States, <=50K
26,Private,255193,School,7,Exec-managerial, Husband, Married,Civil, White, Male,3411,0,40,United-States, <=50K
38,Private,273640,High School,9,Other-service, Unmarried, Never,No Information, White, Female,0,0,40,United-States, <=50K
27,Private,191177,Undergraduate,10,Adm-clerical, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
48,Self Employed,184787,School,4,Craft-repair, Husband, Married,Civil, White, Male,0,0,50,United-States, >50K
37,Government,239409,Graduate,14,Prof-specialty, Husband, Married,Civil, White, Male,0,0,60,United-States, >50K
63,Self Employed,404547,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,30,United-States, <=50K
27,Government,23740,High School,9,Transport-moving, Not-in-family, Never,No Information, Amer-Indian-Eskimo, Male,0,0,38,United-States, >50K
20,Private,382153,Undergraduate,10,Sales, Own-child, Never,No Information, White, Male,0,0,25,United-States, <=50K
26,Private,164488,Graduate,14,Prof-specialty, Husband, Married,Civil, White, Male,0,1887,40,United-States, >50K
21,No Information,228424,School,6,Unknown, Own-child, Never,No Information, Black, Male,0,0,40,United-States, <=50K
51,Self Employed,168539,Associate,12,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
28,Private,189530,Associate,12,Prof-specialty, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
39,Private,89419,Associate,11,Other-service, Not-in-family, Divorced,No Information, Amer-Indian-Eskimo, Female,0,0,40,Columbia, <=50K
35,Private,224512,Graduate,14,Sales, Husband, Married,Civil, White, Male,0,0,55,United-States, >50K
21,No Information,314645,Undergraduate,10,Unknown, Not-in-family, Never,No Information, White, Female,0,0,43,United-States, <=50K
65,Private,85787,School,4,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
54,Government,279881,Associate,11,Transport-moving, Husband, Married,Civil, Black, Male,0,0,40,United-States, <=50K
39,Private,194287,School,4,Other-service, Own-child, Never,No Information, White, Male,0,1602,35,United-States, <=50K
24,Private,141040,Undergraduate,10,Adm-clerical, Own-child, Never,No Information, Black, Female,0,0,40,United-States, <=50K
36,Private,222294,Undergraduate,13,Exec-managerial, Not-in-family, Never,No Information, Asian-Pac-Islander, Female,0,0,40,United-States, <=50K
70,No Information,410980,Undergraduate,10,Unknown, Husband, Married,Civil, White, Male,0,0,10,United-States, >50K
52,Private,38795,High School,9,Craft-repair, Not-in-family, Divorced,No Information, White, Male,0,0,40,United-States, >50K
64,Private,182979,High School,9,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
43,Private,223277,Undergraduate,10,Craft-repair, Not-in-family, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
44,Private,67065,Associate,11,Priv-house-serv, Not-in-family, Never,No Information, White, Male,594,0,25,United-States, <=50K
47,Government,160647,High School,9,Adm-clerical, Unmarried, Separated,No Information, White, Female,0,0,40,United-States, <=50K
32,Private,45796,School,8,Handlers-cleaners, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
20,Private,110597,Undergraduate,10,Sales, Own-child, Never,No Information, White, Female,0,0,30,United-States, <=50K
33,Private,166961,Undergraduate,10,Adm-clerical, Not-in-family, Never,No Information, White, Female,0,0,38,United-States, <=50K
52,Private,318975,High School,9,Adm-clerical, Unmarried, Divorced,No Information, White, Female,0,0,40,Cuba, <=50K
49,Private,305657,School,4,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
31,Private,120857,High School,9,Sales, Wife, Married,Civil, White, Female,0,0,18,United-States, <=50K
62,Self Employed,158712,High School,9,Other-service, Unmarried, Never,No Information, White, Female,0,0,6,United-States, <=50K
44,Private,304530,Undergraduate,10,Craft-repair, Not-in-family, Divorced,No Information, White, Male,0,0,55,United-States, <=50K
28,Government,327533,High School,9,Protective-serv, Husband, Married,Civil, White, Male,3908,0,40,United-States, <=50K
68,Government,233954,Graduate,14,Prof-specialty, Unmarried, Widowed,No Information, Black, Female,0,0,40,United-States, >50K
40,Government,26880,Undergraduate,10,Adm-clerical, Unmarried, Never,No Information, White, Female,0,0,40,United-States, <=50K
46,Private,70754,School,4,Handlers-cleaners, Not-in-family, Never,No Information, White, Male,0,0,50,United-States, <=50K
22,Private,184665,High School,9,Machine-op-inspct, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
37,Self Employed,245372,Undergraduate,13,Tech-support, Not-in-family, Divorced,No Information, White, Male,0,0,15,United-States, <=50K
62,Private,252668,Graduate,14,Prof-specialty, Not-in-family, Never,No Information, White, Male,0,0,70,United-States, <=50K
37,Private,86551,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,50,United-States, >50K
35,Private,241998,High School,9,Sales, Not-in-family, Never,No Information, White, Male,4787,0,40,United-States, >50K
44,Private,106900,High School,9,Sales, Husband, Married,Civil, White, Male,0,0,68,United-States, <=50K
41,Private,204235,Associate,11,Sales, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
36,Government,127772,Undergraduate,13,Prof-specialty, Unmarried, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
26,Private,117217,Undergraduate,13,Other-service, Not-in-family, Divorced,No Information, White, Female,0,0,45,United-States, <=50K
48,Government,215389,High School,9,Transport-moving, Husband, Married,Civil, Black, Male,0,0,40,United-States, >50K
21,Private,198050,High School,9,Other-service, Not-in-family, Never,No Information, White, Female,0,0,28,United-States, <=50K
39,Private,173476,Professional School,15,Craft-repair, Husband, Married,Civil, White, Male,7688,0,40,United-States, >50K
38,Private,217349,Associate,11,Prof-specialty, Not-in-family, Divorced,No Information, White, Female,14344,0,40,United-States, >50K
44,Private,377018,Associate,11,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
56,Private,99894,School,6,Sales, Wife, Married,Civil, Asian-Pac-Islander, Female,0,0,30,Japan, >50K
25,Private,170786,School,5,Transport-moving, Other-relative, Never,No Information, White, Male,0,0,40,United-States, <=50K
32,Government,250585,Undergraduate,13,Prof-specialty, Not-in-family, Never,No Information, White, Female,0,0,50,United-States, <=50K
47,Private,198769,Undergraduate,10,Adm-clerical, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, >50K
26,Private,306513,Undergraduate,10,Handlers-cleaners, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
31,Private,178623,Undergraduate,13,Prof-specialty, Not-in-family, Never,No Information, Black, Female,14084,0,60,United-States, >50K
23,Private,109307,Associate,11,Exec-managerial, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
41,Government,106982,Undergraduate,10,Prof-specialty, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, >50K
55,Self Employed,396878,Undergraduate,10,Exec-managerial, Husband, Married,Civil, Black, Male,0,0,25,United-States, <=50K
23,Private,344278,Undergraduate,10,Exec-managerial, Unmarried, Divorced,No Information, White, Female,0,0,25,United-States, <=50K
45,Private,203653,High School,9,Adm-clerical, Husband, Married,Civil, Black, Male,7298,0,40,United-States, >50K
42,Government,227890,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,1485,40,United-States, <=50K
29,Private,107812,Undergraduate,10,Prof-specialty, Not-in-family, Never,No Information, White, Male,0,0,15,United-States, <=50K
48,Private,185143,Graduate,14,Exec-managerial, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
36,Private,143068,Undergraduate,10,Craft-repair, Unmarried, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
52,Self Employed,114758,Undergraduate,13,Sales, Husband, Married,Civil, White, Male,15024,0,50,United-States, >50K
46,Private,266337,Associate,11,Craft-repair, Unmarried, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
34,Private,321787,Undergraduate,10,Adm-clerical, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
27,Government,21306,Associate,12,Adm-clerical, Not-in-family, Never,No Information, White, Female,0,0,40,Germany, <=50K
18,Private,271935,High School,9,Machine-op-inspct, Own-child, Never,No Information, White, Female,0,0,40,United-States, <=50K
18,Private,148952,Undergraduate,10,Other-service, Own-child, Never,No Information, White, Female,0,0,24,United-States, <=50K
42,Private,196626,School,4,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
64,No Information,108082,Undergraduate,10,Unknown, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
36,Private,199439,Graduate,14,Exec-managerial, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
20,No Information,304076,School,7,Unknown, Own-child, Never,No Information, Black, Female,0,0,20,United-States, <=50K
52,Self Employed,81436,Professional School,15,Sales, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
44,Self Employed,352971,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
53,Private,375134,Undergraduate,10,Sales, Husband, Married,Civil, White, Male,0,0,60,United-States, >50K
36,Private,206521,Undergraduate,13,Sales, Husband, Married,Civil, White, Male,0,0,60,United-States, >50K
27,Private,330466,Undergraduate,13,Tech-support, Other-relative, Never,No Information, Asian-Pac-Islander, Male,0,0,40,United-States, <=50K
52,Private,208302,High School,9,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,60,United-States, <=50K
60,Self Employed,135285,Graduate,14,Prof-specialty, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
41,Private,171615,Associate,12,Tech-support, Husband, Married,Civil, White, Male,0,0,45,United-States, >50K
64,Self Employed,149698,Professional School,15,Prof-specialty, Husband, Married,Civil, White, Male,0,0,40,United-States, >50K
25,Private,71351,School,2,Other-service, Other-relative, Never,No Information, White, Male,0,0,25,El-Salvador, <=50K
63,Private,84737,School,4,Other-service, Husband, Married,Civil, Asian-Pac-Islander, Male,0,0,40,South, <=50K
54,Government,375134,Associate,11,Craft-repair, Not-in-family, Divorced,No Information, White, Male,0,0,40,United-States, <=50K
21,Private,207103,High School,9,Handlers-cleaners, Own-child, Never,No Information, White, Male,0,0,40,United-States, <=50K
27,Private,199314,Undergraduate,13,Adm-clerical, Not-in-family, Never,No Information, White, Male,0,0,40,Poland, <=50K
63,Self Employed,289741,Graduate,14,Farming-fishing, Husband, Married,Civil, White, Male,41310,0,50,United-States, <=50K
37,Private,240837,High School,9,Other-service, Not-in-family, Divorced,No Information, White, Female,0,0,30,United-States, <=50K
22,Private,283499,High School,9,Transport-moving, Not-in-family, Never,No Information, White, Male,0,0,35,United-States, <=50K
54,Private,97778,School,4,Craft-repair, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
54,Private,21698,School,6,Other-service, Unmarried, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
60,Government,232618,High School,9,Other-service, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
19,Private,175820,School,7,Handlers-cleaners, Own-child, Never,No Information, White, Male,0,0,25,United-States, <=50K
25,Government,63996,High School,9,Adm-clerical, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
51,Government,182985,High School,9,Adm-clerical, Wife, Married,Civil, White, Female,0,0,40,United-States, <=50K
47,Government,380127,High School,9,Exec-managerial, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
44,Self Employed,111483,School,6,Craft-repair, Own-child, Never,No Information, White, Male,0,0,50,United-States, <=50K
18,No Information,31008,Undergraduate,10,Unknown, Own-child, Never,No Information, White, Female,0,0,30,United-States, <=50K
57,Private,96346,High School,9,Prof-specialty, Not-in-family, Widowed,No Information, White, Female,0,0,57,United-States, <=50K
22,Private,317528,Undergraduate,10,Sales, Own-child, Never,No Information, White, Male,0,0,34,United-States, <=50K
36,Government,223020,Undergraduate,10,Other-service, Unmarried, Divorced,No Information, Black, Female,0,0,20,United-States, <=50K
33,No Information,173998,High School,9,Unknown, Wife, Married,Civil, White, Female,0,1485,38,United-States, <=50K
39,Private,115076,Undergraduate,10,Machine-op-inspct, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
49,Private,133969,Doctorate,16,Prof-specialty, Husband, Married,Civil, Other, Male,0,0,50,United-States, >50K
41,Private,173858,High School,9,Other-service, Husband, Married,Civil, Asian-Pac-Islander, Male,0,0,40,China, <=50K
35,Private,193241,Undergraduate,10,Adm-clerical, Husband, Married,Civil, White, Male,0,0,38,United-States, <=50K
40,Self Employed,50644,Associate,12,Sales, Unmarried, Divorced,No Information, White, Female,1506,0,40,United-States, <=50K
30,Private,178841,Undergraduate,13,Exec-managerial, Not-in-family, Never,No Information, White, Female,0,0,40,United-States, <=50K
25,Private,177017,High School,9,Sales, Not-in-family, Never,No Information, White, Male,0,1504,37,United-States, <=50K
25,Private,253267,Undergraduate,10,Adm-clerical, Husband, Married,Civil, Black, Male,0,1902,36,United-States, >50K
37,Private,202027,Graduate,14,Adm-clerical, Husband, Married,Civil, White, Male,7688,0,50,United-States, >50K
53,Self Employed,321865,Professional School,15,Prof-specialty, Not-in-family, Divorced,No Information, White, Male,0,0,60,United-States, >50K
34,Self Employed,321709,Associate,12,Prof-specialty, Not-in-family, Never,No Information, White, Female,0,0,25,United-States, <=50K
22,Private,166371,High School,9,Other-service, Other-relative, Never,No Information, White, Male,0,0,40,Unknown, <=50K
18,Private,210574,High School,9,Sales, Own-child, Never,No Information, White, Female,0,0,20,United-States, <=50K
52,No Information,92968,Graduate,14,Unknown, Wife, Married,Civil, White, Female,15024,0,40,United-States, >50K
45,Private,474617,High School,9,Sales, Unmarried, Divorced,No Information, Black, Male,5455,0,40,United-States, <=50K
19,Private,264390,Undergraduate,10,Adm-clerical, Own-child, Never,No Information, White, Female,0,2001,40,United-States, <=50K
33,Self Employed,144949,Undergraduate,13,Sales, Husband, Married,Civil, White, Male,0,0,65,United-States, <=50K
45,Government,90803,Undergraduate,10,Adm-clerical, Husband, Married,Civil, White, Male,0,0,40,United-States, <=50K
43,Government,126701,Undergraduate,13,Exec-managerial, Husband, Married,Civil, White, Male,0,0,35,United-States, >50K
40,Private,178417,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,0,35,United-States, <=50K
41,Self Employed,197176,Undergraduate,13,Farming-fishing, Husband, Married,Civil, White, Male,0,0,75,United-States, >50K
25,Private,182227,High School,9,Craft-repair, Husband, Married,Civil, White, Male,0,1579,40,United-States, <=50K
22,Private,117606,Undergraduate,13,Adm-clerical, Own-child, Never,No Information, White, Female,0,0,32,United-States, <=50K
52,Private,349502,Undergraduate,10,Adm-clerical, Unmarried, Never,No Information, White, Male,0,0,45,United-States, <=50K
45,Government,81487,Undergraduate,10,Adm-clerical, Husband, Married,Civil, White, Male,0,0,40,Puerto-Rico, >50K
32,Government,169583,Doctorate,16,Prof-specialty, Not-in-family, Never,No Information, White, Female,0,0,70,United-States, <=50K
26,Private,485117,Undergraduate,13,Transport-moving, Own-child, Never,No Information, White, Male,0,0,20,United-States, <=50K
24,Private,35603,Undergraduate,10,Other-service, Not-in-family, Divorced,No Information, Black, Male,0,0,40,United-States, <=50K
37,Private,175390,High School,9,Machine-op-inspct, Unmarried, Divorced,No Information, Black, Female,0,0,40,United-States, <=50K
49,Private,184986,High School,9,Other-service, Not-in-family, Divorced,No Information, White, Female,0,0,40,United-States, <=50K
